name,title,lobbyist_type,client,lobbyist_status,start_date,end_date,lobbyist_street_address_1,lobbyist_street_address_2,lobbyist_city,lobbyist_region,lobbyist_country,lobbyist_postal_code,client_street_address_1,client_street_address_2,client_city,client_region,client_country,client_postal_code,subject_matter_category,subject_matter_status,activity_description,public_office_holders
Larry Di Ianni,Owner,Consultant,LDi Consulting,Active,2018-10-01,2019-10-01,21 King St. W,5th Floor,Hamilton,ON,Canada,L8P 4W7,90 Beach Road,,Hamilton,ON,Canada,L8P 2J7,Economic Development,Expired,Public relations for Radicle Cannabis and monitoring city response to the pending legislation legalizing cannabis sale.,"[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Wilson, Maureen', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Zegarac, Mike', 'title': 'General Manager, Finance and Corporate Services'}, {'name': 'Thorne, Jason', 'title': 'General Manager, Planning and Economic Development'}, {'name': 'Danko, John-Paul', 'title': 'Councillor'}, {'name': 'Pauls, Esther', 'title': 'Councillor'}]"
Larry Di Ianni,Owner,Consultant,LDi Consulting,Active,2018-09-26,2019-09-26,21 King St. W,5th Floor,Hamilton,ON,Canada,L8P 4W7,1100 Burloak Drive,,Burlington,ON,Canada,L7L6B2,Environment,Expired,Providing information on the Stoney Creek Regional Facility and its Ministry of the Environment EA expansion application.,"[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Wilson, Maureen', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Nann, Nrinder', 'title': 'Councillor'}, {'name': 'Thorne, Jason', 'title': 'General Manager, Planning and Economic Development'}, {'name': 'Zegarac, Mike', 'title': 'General Manager, Finance and Corporate Services'}, {'name': 'Pauls, Esther', 'title': 'Councillor'}, {'name': 'Danko, John-Paul', 'title': 'Councillor'}]"
Ian Wilms,Director of Compliance & Government Affairs,In-house,The Green Organic Dutchman,Active,2018-09-25,2019-09-25,6205 Airport Rd,,Mississauga,ON,Canada,L4V 1E3,6205 Airport Rd,,Mississauga,ON,Canada,L4V 1E3,Planning and Development - Planning Policy,Expired,"To discuss general economic opportunities in the cannabis industry, Hamilton land use planning framework and issues affecting rural planning decisions in Hamilton","[{'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'Pasuta, Robert', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}]"
Jeffrey Lizotte,CEO,Consultant,Next Wave Brands,Active,2018-09-18,2019-09-18,50 Carroll St.,,Toronto,ON,Canada,M4M 3G3,6205 Airport Rd,Building A - Suite 301,Mississauga,ON,Canada,L4V 1E3,Economic Development,Expired,Concerning the economic development potential of legal cannabis for Hamilton.,"[{'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'Danko, John-Paul', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Pauls, Esther', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}, {'name': 'Wilson, Maureen', 'title': 'Councillor'}, {'name': 'Nann, Nrinder', 'title': 'Councillor'}, {'name': 'Clark, Brad', 'title': 'Councillor'}, {'name': 'Omazic, Drina', 'title': 'Chief of Staff'}, {'name': 'Crone, Greg', 'title': 'Strategic Initiatives and Policy Advisor'}, {'name': 'Cutler, Christopher', 'title': 'Community Relations and Advisor'}, {'name': 'Thorne, Jason', 'title': 'General Manager, Planning and Economic Development'}, {'name': 'Zegarac, Mike', 'title': 'General Manager, Finance and Corporate Services'}]"
Jeffrey Lizotte,CEO,In-house,Next Wave Brands,Active,2018-09-18,2019-09-18,50 Carroll St.,,Toronto,ON,Canada,M4M 3G3,50 Carroll St.,,Toronto,ON,Canada,M4M 3G3,Economic Development,Expired,Relating to the economic development potential for legal cannabis in Hamilton.,"[{'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'Clark, Brad', 'title': 'Councillor'}, {'name': 'Pauls, Esther', 'title': 'Councillor'}, {'name': 'Danko, John-Paul', 'title': 'Councillor'}, {'name': 'Wilson, Maureen', 'title': 'Councillor'}, {'name': 'Nann, Nrinder', 'title': 'Councillor'}, {'name': 'Eisenberger, Fred', 'title': 'Mayor'}, {'name': 'Omazic, Drina', 'title': 'Chief of Staff'}, {'name': 'Crone, Greg', 'title': 'Strategic Initiatives and Policy Advisor'}, {'name': 'Cutler, Christopher', 'title': 'Community Relations and Advisor'}, {'name': 'Thorne, Jason', 'title': 'General Manager, Planning and Economic Development'}]"
Larry Di Ianni,Owner,Consultant,LDi Consulting,Active,2018-09-17,2019-09-17,21 King St. W,5th Floor,Hamilton,ON,Canada,L8P 4W7,1421 Highway #8,,Hamilton,ON,Canada,L8E 5K7,Economic Development,Expired,Council has a policy of providing burial and other services to families who use our cemeteries. Some of these services related to Monument memorials are provided by the private sector which has a long history of involvement in the city.  There is concern about competing with the private sector and the businesses would like Council to reconsider or alter their approach.,"[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Wilson, Maureen', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Johnson, Paul', 'title': 'General Manager, Healthy and Safe Communities'}, {'name': 'Nann, Nrinder', 'title': 'Councillor'}, {'name': 'Pauls, Esther', 'title': 'Councillor'}, {'name': 'Danko, John-Paul', 'title': 'Councillor'}]"
Jordan Enns,Chief Operating Officer,Consultant,Next Wave Brands,Active,2018-09-12,2019-09-12,50 Carroll St.,,Toronto,ON,Canada,M4M 3G3,6205 Airport Rd,Building A - Suite 301,Mississauga,ON,Canada,L4V 1E3,Agriculture/Rural Affairs,Expired,Restrictions relating to the land use planning framework for the legal cannabis industry in Hamilton,"[{'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'Ferguson, Lloyd', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}, {'name': 'Pasuta, Robert', 'title': 'Councillor'}]"
Danielle Arje,,Volunteer,McMaster Medical School,,2018-09-10,2019-09-10,,,,,,,1280 Main Street West,,Hamilton,ON,Canada,L8S 4L8,Public Health,Expired,Medical student concerned with the opioid crisis in Hamilton; advocating for the establishment of and support for permanent supervised consumption sites in Hamilton.,"[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}]"
Katie Cheliak,,Volunteer,McMaster Medical Students,Active,2018-09-13,2019-09-13,1280 Main Street West,,Hamilton,ON,Canada,L8S 4L8,1280 Main Street West,,Hamilton,ON,Canada,L8S 4L8,Public Health,Expired,Medical student concerned with opioid crisis in Hamilton. Discussing placement of a permanent supervised consumption site in Hamilton with Councillor Farr.,"[{'name': 'Farr, Jason', 'title': 'Councillor'}]"
Moosa Jamal,,Volunteer,McMaster Medical Students,Active,2018-09-08,2019-09-08,1280 Main St West,,Hamilton,ON,Canada,L8S4L8,1280 Main St West,,Hamilton,ON,Canada,L8S4L8,Public Health,Expired,Medical students concerned with the opioid crisis in Hamilton and the persistent rise in deaths. We're lobbying to try and help approve Supervised consumption sites in Hamilton.,"[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}]"
Angela Ma,,Volunteer,McMaster University Medical Student,Active,2018-09-08,2019-09-08,1280 Main St W,,Hamilton,ON,Canada,L8S 4L8,1280 Main St W,,Hamilton,ON,Canada,L8S4L8,Public Health,Expired,As medical students we want to discuss supervised consumption sites and ask for support of them in Hamilton.,"[{'name': 'Green, Matthew', 'title': 'Councillor'}]"
Danielle Kaardal,Student,Volunteer,McMaster Medical Students,Active,2018-09-08,2019-09-08,1280 Main Street West,,Hamilton,ON,Canada,L8S 4L8,1280 Main Street West,,Hamilton,ON,Canada,L8S 4L8,Health and Safety,Expired,Medical student concerned with the opioid crisis in Hamilton and advocating for supervised consumption sites.,"[{'name': 'Merulla, Sam', 'title': 'Councillor'}]"
Yuelin Zhou,,Volunteer,McMaster Medical Students,Active,2018-09-08,2019-09-08,1480 Main Street West,,Hamilton,ON,Canada,L8S4S8,1480 Main Street West,,Hamilton,ON,Canada,L8S4S8,Public Health,Expired,As medical students we are concerned about the opioid crisis in Hamilton.,"[{'name': 'Merulla, Sam', 'title': 'Councillor'}]"
Ian Jones,,Volunteer,McMaster Medical Students,Active,2018-09-08,2019-09-08,1280 Main st W,,Hamilton,ON,Canada,L8S4L8,1280 Main st w,,Hamilton,ON,Canada,L8S4L8,Public Health,Expired,As medical students we are concerned about the opioid overdose crisis in Hamilton. We are meeting with counsellors and the mayor to advocate for permanent supervised consumption facilities.,"[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}]"
Shannon Brent,,Volunteer,McMaster Medical Students,Active,2018-09-08,2019-09-08,1280 Main St W,Michael G. DeGroote Centre for Learning and Discovery (MDCL),Hamilton,ON,Canada,L8S 4L8,Michael G. DeGroote Centre for Learning and Discovery (MDCL) - 1280 Main St W,,Hamilton,ON,Canada,L8S 4L8,Public Health,Expired,Medical student concerned with the opioid crisis in Hamilton; advocating for the establishment of and support for permanent supervised consumption sites in Hamilton,"[{'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}]"
Nikhita Singhal,,Volunteer,McMaster Medical Student,Active,2018-09-08,2019-09-08,1280 Main Street West,,Hamilton,ON,Canada,L8S 4L8,1280 Main Street West,,Hamilton,ON,Canada,L8S 4L8,Public Health,Expired,Medical student concerned about the opioid crisis in Hamilton; advocating for permanent supervised consumption site in Hamilton's downtown core.,"[{'name': 'Green, Matthew', 'title': 'Councillor'}]"
Felipe Fajardo,,Volunteer,McMaster Medical Student,Active,2018-09-08,2019-09-08,1280 Main Street West,,Hamilton,ON,Canada,L8S4L8,1280 Main Street West,,Hamilton,ON,Canada,L8S4L8,Public Health,Expired,Medical student concerned with the opioid crisis in Hamilton advocating for the placement of a permanent supervised consumption site in the downtown core of Hamilton.,"[{'name': 'Farr, Jason', 'title': 'Councillor'}]"
Ashley Eom,,Volunteer,McMaster Medical Student,Active,2018-09-13,2019-09-13,1280 Main Street West,,Hamilton,ON,Canada,L8S 4L8,1280 Main Street West,,Hamilton,ON,Canada,L8S 4L8,Public Health,Expired,Medical students considered with opioid crisis in Hamilton. Discussing Supervised Consumption Sites with Councillor.,"[{'name': 'Collins, Chad', 'title': 'Councillor'}]"
Diana Varyvoda,,Volunteer,McMaster medical student,Active,2018-09-13,2019-09-13,1280 Main St W,,Hamilton,ON,Canada,L8S4A8,1280 Main St W,,Hamilton,ON,Canada,L8S4A8,Public Health,Expired,As medical students we are concerned with the opioid crisis in Hamilton and are advocating for permanent supervised consumption sites.,"[{'name': 'Collins, Chad', 'title': 'Councillor'}]"
Michael Parvizian,Medical Student McMaster University,Volunteer,Michael,Active,2018-09-12,2019-09-12,297 London Road,,Newmarket,ON,Canada,L3Y 6L3,1280 Main Street West,,Hamilton,ON,Canada,L8S 4L8,Health and Safety,Expired,Lobbying regarding support for supervised consumption sites in Hamilton.,"[{'name': 'Collins, Chad', 'title': 'Councillor'}]"
Rod Elliot,,Consultant,Global Public Affairs Inc.,Active,2018-09-06,2019-09-06,"595 Bay St, Suite 401",,Toronto,ON,Canada,M5G 2C2,"100 King St. W, Suite 3400",,Toronto,ON,Canada,M5X 1A4,By-law/Regulation,Expired,Seeking clarity around the City of Hamilton's approach to the private retail of cannabis.,"[{'name': 'Thorne, Jason', 'title': 'General Manager, Planning and Economic Development'}]"
John Sullivan,,In-house,The Cadillac Fairview Corporation Limited,Active,2018-08-01,2019-08-01,20 Queen St. West,,Toronto,ON,Canada,M5H 3R4,"20 Queen St., West, 5th Floor",,Toronto,ON,Canada,M5H 3R4,Planning and Development - Site Plan,Expired,Limeridge Densification,"[{'name': 'Thorne, Jason', 'title': 'General Manager, Planning and Economic Development'}]"
Margaret Peppler,Volunteer,Volunteer,Margaret Peppler,Active,2018-08-17,2019-08-17,459 Southcote Road,,Ancaster,ON,Canada,L9G 2W4,459 Southcote Road,,Ancaster,ON,Canada,L9G 2W4,Transportation,Expired,"Petition from the homeowners / residents of Southcote Road Ancaster - solicit the City of Hamilton to bury underground, the electric power lines and communication wires as part of the Southcote Road widening project (Garner Road to Golf Links Road)","[{'name': 'Ferguson, Lloyd', 'title': 'Councillor'}]"
Chris Schafer,Senior Public Policy Manager,In-house,"Uber Technologies, Inc.",Active,2018-08-16,2019-08-16,"1455 Market Street, 4th Floor",,San Francisco,CA,United States,L8P 4Y5,1209 King Street West,200,Toronto,ON,Canada,M4Y 0A6,Licences/Permits,Expired,Issues relating to the provision of smartphone applications to connect users with licensed transportation providers.,"[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}, {'name': 'Scally, Maureen', 'title': 'Administrative Assistant'}, {'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Wojewoda-Patti , Nikola ', 'title': 'Administrative Assistant'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Piedimonte, Diane', 'title': 'Administrative Assistant'}, {'name': 'Merulla, Sam', 'title': 'Councillor'}, {'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Finelli, Lucy', 'title': 'Administrative Assistant'}, {'name': 'Jackson, Tom', 'title': 'Councillor'}, {'name': 'DiGiantomasso, Christine', 'title': 'Assistant'}, {'name': 'Skelly, Donna', 'title': 'Councillor'}, {'name': 'Whitehead, Terry', 'title': 'Councillor'}, {'name': 'Wicken, Colleen', 'title': 'Executive Assistant'}, {'name': 'Ceric, Maryana', 'title': 'Administrative Assistant'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Dinney, Kathy', 'title': 'Executive Assistant'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'VanderBeek, Arlene', 'title': 'Councillor'}, {'name': 'Litzen, Julie', 'title': 'Administrative Assistant'}, {'name': 'Cecchetti, Lynne', 'title': 'Administrative Assistant'}, {'name': 'Pasuta, Robert', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Morrison, Alison', 'title': 'Assistant'}, {'name': 'Eisenberger, Fred', 'title': 'Mayor'}]"
Kayode Southwood,,Consultant,Impact Public Affairs,Active,2018-08-07,2019-08-07,"222 Queens Street, Suite 1404",,Ottawa,ON,Canada,K1P5V9,"170 Attwell Drive, Suite 400 Toronto, Ontario Canada M9W 5Z5",,Toronto,ON,Canada,M9W5Z5,Economic Development,Expired,"Touch base informative meetings on issues affecting the vehicle manufacturing industry in Hamilton.

The Canadian Vehicle Manufacturers’ Association’ members include the Detroit 3- Ford Motor Company, General Motors, and Fiat Chrysler Automotive. 

The following issues will be discussed: 

1.       Resolving NAFTA
2.       Enhance the Strategic Investment Fund (SIF) with an Automotive Manufacturing-Specific Component
3.       Include the Auto Sector as a Class Within the Federal Carbon Pricing System
4.       Reform Canada’s Corporate Tax Policy
5.       Manufacturing Issues in Hamilton","[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}]"
Bradley Clark,Principal,Consultant,Maple Leaf Strategies,Active,2018-08-02,2018-10-29,"151 Bloor Street West , Suite 810",,Toronto,ON,Canada,M5S 1S4,1 King Street W,,Stoney Creek,ON,Canada,L8G 1G7,Planning and Development - Heritage,Expired,Heritage designation proposal is impacting congregation's attempt to sell property.,"[{'name': 'Collins, Chad', 'title': 'Councillor'}, {'name': 'Pearson, Maria', 'title': 'Councillor'}, {'name': 'Johnson, Brenda', 'title': 'Councillor'}, {'name': 'Johnson, Aidan', 'title': 'Councillor'}, {'name': 'Partridge, Judi', 'title': 'Councillor'}, {'name': 'Green, Matthew', 'title': 'Councillor'}, {'name': 'Conley, Doug', 'title': 'Councillor'}, {'name': 'Pasuta, Robert', 'title': 'Councillor'}, {'name': 'Farr, Jason', 'title': 'Councillor'}]"
Adina Notto,Principal,In-house,Onex Corp,Active,2018-08-01,2019-08-01,161 Bay Street,49th Floor,Toronto,ON,Canada,M5J 2S1,161 Bay Street,,Hamilton,ON,Canada,M5J 2S1,Attractions/Tourism,Expired,Meetings and/or telephone outreach to express an interest in understanding City of Hamilton intentions and plans in respect to FirstOntario Centre and FirstOntario Concert Hall and Hamilton Convention Centre and to arrange introductory meeting(s) with representatives of SMG World pursuant to such understanding and a general expression and scope of SMG's prospective interest should the City seek proposals in respect to venue management and related matters.,"[{'name': 'Eisenberger, Fred', 'title': 'Mayor'}]"
